City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Bengaluru,2018-03-16,19.13,7.07,28.79,15.29,1.03,3.88,23.65,71.0,Satisfactory
Bengaluru,2018-03-17,23.01,5.6,27.98,22.16,1.02,4.27,26.48,74.0,Satisfactory
Bengaluru,2018-03-18,20.75,3.76,16.69,25.18,1.09,3.39,20.61,53.0,Satisfactory
Bengaluru,2018-03-19,31.94,4.22,24.94,28.1,0.97,3.33,50.57,61.0,Satisfactory
Bengaluru,2018-03-20,43.91,4.42,35.38,34.02,1.49,3.26,46.5,97.0,Satisfactory
Bengaluru,2018-03-21,42.72,3.75,31.97,31.3,1.55,3.02,53.46,124.0,Moderate
Bengaluru,2018-03-22,31.78,19.92,50.97,38.75,1.83,3.78,34.26,135.0,Moderate
Bengaluru,2018-03-23,40.18,27.3,62.66,50.12,1.23,3.89,32.05,127.0,Moderate
Bengaluru,2018-03-24,37.72,4.06,27.94,28.5,0.82,3.61,58.64,100.0,Satisfactory
Bengaluru,2018-03-25,38.84,4.49,27.43,47.05,1.05,3.59,54.78,98.0,Satisfactory
Bengaluru,2018-03-26,30.97,6.77,35.66,31.84,0.67,5.17,30.46,100.0,Satisfactory
Bengaluru,2018-03-27,19.85,7.68,34.2,23.6,0.78,6.99,73.5,87.0,Satisfactory
Bengaluru,2018-03-30,30.97,3.64,25.98,34.17,1.05,1.48,30.46,118.0,Moderate
Bengaluru,2018-03-31,30.97,3.67,24.6,27.21,1.05,2.58,30.46,104.0,Moderate
Bengaluru,2018-04-01,30.97,3.56,22.45,17.49,0.86,2.83,30.46,102.0,Moderate
Bengaluru,2018-04-02,30.97,5.94,26.81,31.9,1.0,3.0,30.46,107.0,Moderate
Bengaluru,2018-04-03,30.97,9.49,40.15,49.37,1.15,3.91,30.46,98.0,Satisfactory
Bengaluru,2018-04-04,30.97,5.83,35.38,45.2,0.89,3.42,30.46,108.0,Moderate
Bengaluru,2018-04-05,30.97,5.13,33.5,51.07,1.22,3.39,30.46,107.0,Moderate
Bengaluru,2018-04-06,30.97,7.27,37.46,55.02,1.03,3.64,30.46,108.0,Moderate
Bengaluru,2018-04-07,30.97,4.89,28.66,33.33,0.78,3.55,30.46,106.0,Moderate
Bengaluru,2018-04-08,30.97,4.36,24.25,12.97,0.66,3.4,30.46,103.0,Moderate
Bengaluru,2018-04-09,30.97,5.04,23.57,10.6,0.7,3.34,30.46,93.0,Satisfactory
Bengaluru,2018-04-12,30.97,5.74,26.2,39.18,0.9,3.24,30.46,88.0,Satisfactory
Bengaluru,2018-04-13,28.96,5.8,25.44,41.42,0.98,3.56,30.46,65.0,Satisfactory
Bengaluru,2018-04-14,30.97,4.67,22.0,35.53,0.96,3.8,30.46,62.0,Satisfactory
Bengaluru,2018-04-15,30.97,3.99,16.94,17.16,0.67,3.42,30.46,65.0,Satisfactory
Bengaluru,2018-04-16,30.43,5.41,19.09,12.56,0.69,3.01,30.46,61.0,Satisfactory
Bengaluru,2018-04-17,32.38,7.83,27.27,32.3,0.87,2.74,30.46,70.0,Satisfactory
Bengaluru,2018-04-18,36.4,6.2,30.93,35.66,0.96,2.73,30.46,67.0,Satisfactory
Bengaluru,2018-04-19,47.67,4.34,27.36,18.62,0.91,6.9,30.46,81.0,Satisfactory
Bengaluru,2018-04-20,36.52,8.43,32.2,27.12,0.85,2.28,66.22,85.0,Satisfactory
Bengaluru,2018-04-21,33.4,7.43,37.81,41.59,0.9,2.7,30.46,79.0,Satisfactory
Bengaluru,2018-04-22,33.42,3.64,19.6,23.46,0.78,3.94,30.46,74.0,Satisfactory
Bengaluru,2018-04-23,41.19,4.23,19.98,22.84,0.8,3.94,90.99,66.0,Satisfactory
Bengaluru,2018-04-24,42.62,6.45,29.87,24.4,0.82,4.05,55.89,82.0,Satisfactory
Bengaluru,2018-04-25,42.99,9.48,53.65,29.28,0.98,4.06,49.01,74.0,Satisfactory
Bengaluru,2018-04-26,49.93,3.29,24.84,21.13,0.85,5.71,46.4,83.0,Satisfactory
Bengaluru,2018-04-27,44.12,2.79,20.7,30.23,1.16,5.25,53.72,103.0,Moderate
Bengaluru,2018-04-28,39.22,3.52,21.73,31.32,0.91,5.54,40.12,82.0,Satisfactory
Bengaluru,2018-04-29,44.57,3.55,28.96,26.98,0.69,6.03,45.33,81.0,Satisfactory
Bengaluru,2018-04-30,187.49,3.4,25.4,12.72,1.14,5.46,46.3,100.0,Satisfactory
Bengaluru,2018-05-01,59.11,3.0,18.64,9.9,0.59,6.12,48.92,352.0,Very Poor
Bengaluru,2018-05-02,65.71,3.54,24.39,21.7,0.9,9.43,41.52,114.0,Moderate
Bengaluru,2018-05-03,44.58,5.02,34.25,31.13,0.88,5.83,46.69,98.0,Satisfactory
Bengaluru,2018-05-04,113.31,3.72,26.78,36.23,1.16,6.65,45.87,73.0,Satisfactory
Bengaluru,2018-05-05,62.35,3.63,33.46,18.98,0.72,4.22,38.61,144.0,Moderate
Bengaluru,2018-05-06,79.0,3.35,24.55,14.69,0.73,5.71,44.38,99.0,Satisfactory
Bengaluru,2018-05-07,50.52,28.39,60.58,32.23,0.91,5.1,36.48,151.0,Moderate
Bengaluru,2018-05-08,55.88,4.95,33.39,13.81,0.8,6.3,32.43,113.0,Moderate
Bengaluru,2018-05-09,32.46,3.82,27.7,19.63,0.69,5.64,52.6,76.0,Satisfactory
Bengaluru,2018-05-10,28.99,6.84,27.51,17.75,0.81,5.31,41.46,65.0,Satisfactory
Bengaluru,2018-05-11,27.03,7.84,39.99,18.71,0.89,5.48,24.19,59.0,Satisfactory
Bengaluru,2018-05-12,27.01,3.38,24.22,13.98,0.88,4.33,39.45,62.0,Satisfactory
Bengaluru,2018-05-13,26.73,3.42,26.31,13.73,0.86,5.76,46.78,60.0,Satisfactory
Bengaluru,2018-05-14,33.13,5.95,47.07,21.25,0.87,7.1,37.5,69.0,Satisfactory
Bengaluru,2018-05-15,35.64,7.74,41.15,18.25,0.7,6.35,44.59,64.0,Satisfactory
Bengaluru,2018-05-16,34.36,5.28,34.6,16.48,0.82,6.26,29.15,61.0,Satisfactory
Bengaluru,2018-05-17,39.69,3.42,24.0,15.82,0.9,5.16,41.75,65.0,Satisfactory
Bengaluru,2018-05-18,43.05,13.78,33.14,27.53,1.1,4.09,35.22,92.0,Satisfactory
Bengaluru,2018-05-19,45.09,17.64,42.69,34.28,0.98,4.82,42.52,98.0,Satisfactory
Bengaluru,2018-05-20,47.83,3.31,18.67,10.96,0.79,4.3,47.98,80.0,Satisfactory
Bengaluru,2018-05-21,52.64,8.66,33.17,19.8,0.8,4.51,36.12,71.0,Satisfactory
Bengaluru,2018-05-22,59.24,5.24,35.39,20.95,1.06,3.12,41.2,90.0,Satisfactory
Bengaluru,2018-05-23,62.6,7.04,35.36,26.25,0.93,4.33,30.74,117.0,Moderate
Bengaluru,2018-05-24,35.4,6.35,32.53,21.18,0.92,4.77,34.78,70.0,Satisfactory
Bengaluru,2018-05-25,46.14,7.52,30.05,21.53,0.95,4.87,27.78,73.0,Satisfactory
Bengaluru,2018-05-26,33.64,13.58,30.58,26.53,1.12,3.78,22.59,76.0,Satisfactory
Bengaluru,2018-05-27,41.73,11.87,29.69,27.37,1.02,3.86,19.04,89.0,Satisfactory
Bengaluru,2018-05-28,29.29,6.2,18.87,18.11,1.19,4.26,30.76,80.0,Satisfactory
Bengaluru,2018-05-29,16.92,6.37,15.29,17.52,1.18,3.57,27.82,67.0,Satisfactory
Bengaluru,2018-05-30,35.67,6.7,21.27,16.18,1.01,3.68,23.37,60.0,Satisfactory
Bengaluru,2018-05-31,33.16,7.15,22.99,17.21,1.03,3.55,21.01,73.0,Satisfactory
Bengaluru,2018-06-01,42.07,8.89,25.48,19.15,0.99,3.69,24.28,68.0,Satisfactory
Bengaluru,2018-06-02,44.47,10.58,35.43,24.13,1.06,6.55,23.96,86.0,Satisfactory
Bengaluru,2018-06-03,38.79,7.51,22.36,15.78,1.01,4.18,16.46,88.0,Satisfactory
Bengaluru,2018-06-04,23.35,8.65,20.58,16.36,0.96,4.39,15.51,60.0,Satisfactory
Bengaluru,2018-06-05,25.5,8.03,16.5,15.62,0.94,6.31,16.54,61.0,Satisfactory
Bengaluru,2018-06-06,22.77,7.8,17.25,15.45,1.04,7.21,12.58,63.0,Satisfactory
Bengaluru,2018-06-07,25.27,9.77,16.84,17.37,1.0,5.85,13.22,70.0,Satisfactory
Bengaluru,2018-06-08,19.28,9.94,15.8,16.94,0.91,6.23,11.05,50.0,Good
Bengaluru,2018-06-09,19.32,9.68,16.01,16.88,0.96,5.35,15.82,52.0,Satisfactory
Bengaluru,2018-06-10,18.93,13.55,20.85,20.16,0.92,5.19,12.71,51.0,Satisfactory
Bengaluru,2018-06-11,23.76,10.26,15.51,18.29,0.99,4.66,10.74,65.0,Satisfactory
Bengaluru,2018-06-12,23.78,9.05,13.32,15.48,0.99,3.37,13.91,50.0,Good
Bengaluru,2018-06-13,27.34,10.17,15.9,18.48,0.95,4.0,12.97,49.0,Good
Bengaluru,2018-06-14,31.79,10.85,19.26,20.84,1.02,2.91,16.41,61.0,Satisfactory
Bengaluru,2018-06-15,61.43,9.95,23.54,21.94,1.01,3.21,18.53,83.0,Satisfactory
Bengaluru,2018-06-16,22.24,9.44,18.63,20.74,1.09,3.24,13.77,106.0,Moderate
Bengaluru,2018-06-17,17.38,9.08,15.39,18.77,1.06,3.83,8.71,55.0,Satisfactory
Bengaluru,2018-06-18,13.38,9.51,14.75,19.88,1.15,4.93,11.02,69.0,Satisfactory
Bengaluru,2018-06-19,32.62,8.27,12.51,17.4,1.06,4.53,14.71,81.0,Satisfactory
Bengaluru,2018-06-20,13.64,8.31,14.01,18.08,1.06,4.83,21.95,69.0,Satisfactory
Bengaluru,2018-06-21,16.71,7.76,20.26,20.93,1.02,5.1,25.83,64.0,Satisfactory
Bengaluru,2018-06-22,18.94,10.67,31.69,27.45,1.02,4.68,26.92,64.0,Satisfactory
Bengaluru,2018-06-23,23.76,9.93,23.67,22.5,1.03,4.7,17.71,66.0,Satisfactory
Bengaluru,2018-06-24,21.84,7.93,15.51,18.69,0.98,4.64,15.09,64.0,Satisfactory
Bengaluru,2018-06-25,51.82,6.93,14.77,16.14,1.01,4.79,14.73,87.0,Satisfactory
Bengaluru,2018-06-26,32.62,5.69,13.9,13.51,0.93,4.78,18.29,92.0,Satisfactory
Bengaluru,2018-06-27,11.68,4.95,15.17,12.58,1.02,4.87,16.43,60.0,Satisfactory
Bengaluru,2018-06-28,9.23,6.3,17.93,14.8,0.99,5.5,15.6,57.0,Satisfactory
Bengaluru,2018-06-29,11.93,10.26,17.94,17.54,0.99,5.95,17.84,51.0,Satisfactory
Bengaluru,2018-06-30,18.23,32.78,33.04,38.97,1.0,6.63,10.67,66.0,Satisfactory
Bengaluru,2018-07-01,19.15,24.59,22.68,32.18,0.89,6.11,11.29,72.0,Satisfactory
Bengaluru,2018-07-02,16.29,28.13,27.31,31.9,0.88,6.9,16.14,63.0,Satisfactory
Bengaluru,2018-07-03,21.63,23.02,20.07,28.51,0.87,7.51,16.04,63.0,Satisfactory
Bengaluru,2018-07-04,18.55,17.71,15.35,23.4,0.79,6.49,14.42,60.0,Satisfactory
Bengaluru,2018-07-05,20.36,17.18,17.48,24.0,0.82,6.47,15.83,61.0,Satisfactory
Bengaluru,2018-07-06,21.44,17.06,16.86,23.64,0.86,6.63,15.59,65.0,Satisfactory
Bengaluru,2018-07-07,15.56,13.94,17.49,22.69,0.76,7.2,18.73,56.0,Satisfactory
Bengaluru,2018-07-08,22.83,13.04,14.5,19.14,0.89,7.09,16.35,62.0,Satisfactory
Bengaluru,2018-07-09,21.11,20.04,18.16,27.64,0.88,7.5,13.71,66.0,Satisfactory
Bengaluru,2018-07-10,36.65,19.76,20.32,28.01,0.87,7.49,14.05,63.0,Satisfactory
Bengaluru,2018-07-11,20.8,17.69,16.23,24.79,0.9,8.27,14.5,78.0,Satisfactory
Bengaluru,2018-07-12,17.82,15.33,14.74,20.39,0.75,8.6,15.79,56.0,Satisfactory
Bengaluru,2018-07-13,16.63,12.73,15.78,20.25,0.78,7.14,18.07,53.0,Satisfactory
Bengaluru,2018-07-14,18.87,16.04,15.81,22.41,0.75,7.47,16.19,57.0,Satisfactory
Bengaluru,2018-07-15,17.08,12.09,12.25,16.7,0.71,6.66,17.01,62.0,Satisfactory
Bengaluru,2018-07-16,19.93,19.67,16.2,25.39,0.8,7.32,13.25,59.0,Satisfactory
Bengaluru,2018-07-17,16.98,10.93,15.05,16.7,0.82,7.56,18.52,60.0,Satisfactory
Bengaluru,2018-07-18,18.83,6.08,13.81,11.96,0.8,7.75,17.83,57.0,Satisfactory
Bengaluru,2018-07-19,16.82,6.33,16.04,13.91,0.86,7.58,18.19,59.0,Satisfactory
Bengaluru,2018-07-20,15.52,6.5,16.03,13.27,0.83,7.49,22.36,52.0,Satisfactory
Bengaluru,2018-07-21,17.44,6.02,17.69,13.99,0.83,7.68,21.97,59.0,Satisfactory
Bengaluru,2018-07-22,18.63,5.71,14.94,11.91,0.85,8.01,21.53,60.0,Satisfactory
Bengaluru,2018-07-23,19.86,9.81,18.69,18.1,0.87,7.9,15.16,65.0,Satisfactory
Bengaluru,2018-07-24,17.85,7.46,16.37,15.74,0.92,7.08,13.77,64.0,Satisfactory
Bengaluru,2018-07-25,17.62,8.78,18.57,19.77,0.94,7.68,12.29,59.0,Satisfactory
Bengaluru,2018-07-26,20.0,12.84,28.4,33.72,0.83,7.55,13.43,65.0,Satisfactory
Bengaluru,2018-07-27,22.28,8.27,21.86,22.7,0.76,7.46,15.22,68.0,Satisfactory
Bengaluru,2018-07-28,21.05,6.85,17.94,15.78,0.77,6.84,16.19,59.0,Satisfactory
Bengaluru,2018-07-29,20.1,6.38,15.62,14.34,0.79,6.51,15.94,66.0,Satisfactory
Bengaluru,2018-07-30,22.92,15.82,18.15,23.4,0.97,7.18,14.61,64.0,Satisfactory
Bengaluru,2018-07-31,20.96,16.68,19.01,26.45,0.75,6.44,15.43,62.0,Satisfactory
Bengaluru,2018-08-01,20.59,17.54,22.78,29.88,0.83,6.0,14.61,66.0,Satisfactory
Bengaluru,2018-08-02,20.73,12.55,19.33,24.09,0.83,6.28,15.23,68.0,Satisfactory
Bengaluru,2018-08-03,23.34,17.03,18.78,26.75,0.9,6.5,12.05,72.0,Satisfactory
Bengaluru,2018-08-04,27.61,23.36,18.82,31.52,0.9,6.8,12.14,77.0,Satisfactory
Bengaluru,2018-08-05,20.75,17.45,15.27,23.82,0.83,7.15,13.44,77.0,Satisfactory
Bengaluru,2018-08-06,23.63,18.79,18.0,26.37,0.78,5.94,14.22,67.0,Satisfactory
Bengaluru,2018-08-07,18.24,18.82,18.39,26.63,0.81,6.18,13.14,67.0,Satisfactory
Bengaluru,2018-08-08,18.35,24.08,20.05,31.6,0.87,6.68,11.18,60.0,Satisfactory
Bengaluru,2018-08-09,17.33,21.68,17.68,28.22,0.83,6.27,13.65,58.0,Satisfactory
Bengaluru,2018-08-10,18.24,23.38,16.8,29.13,0.79,7.52,11.75,60.0,Satisfactory
Bengaluru,2018-08-11,18.6,23.61,17.12,28.96,0.78,6.44,11.75,56.0,Satisfactory
Bengaluru,2018-08-12,10.61,16.83,13.53,21.04,0.77,6.96,12.48,57.0,Satisfactory
Bengaluru,2018-08-13,11.4,18.47,15.3,25.47,0.8,5.96,11.69,53.0,Satisfactory
Bengaluru,2018-08-14,13.1,20.8,17.12,30.21,0.89,6.34,11.02,60.0,Satisfactory
Bengaluru,2018-08-15,15.35,17.91,15.93,26.23,0.85,6.35,11.1,59.0,Satisfactory
Bengaluru,2018-08-16,12.86,14.92,16.13,23.99,0.68,5.58,15.54,52.0,Satisfactory
Bengaluru,2018-08-17,16.77,16.77,15.35,25.21,0.67,5.76,14.21,48.0,Good
Bengaluru,2018-08-18,20.09,15.73,15.9,24.67,0.73,6.76,14.37,57.0,Satisfactory
Bengaluru,2018-08-19,16.78,13.99,16.35,24.39,0.69,6.44,15.56,59.0,Satisfactory
Bengaluru,2018-08-20,24.78,19.12,18.52,30.67,0.74,6.65,14.54,53.0,Satisfactory
Bengaluru,2018-08-21,20.61,18.5,17.55,29.4,0.77,5.95,16.38,69.0,Satisfactory
Bengaluru,2018-08-22,20.75,19.51,17.29,30.51,0.78,6.92,16.23,65.0,Satisfactory
Bengaluru,2018-08-23,17.29,22.31,17.95,32.44,0.9,7.32,13.6,63.0,Satisfactory
Bengaluru,2018-08-24,18.74,22.92,18.94,34.56,0.82,7.81,12.61,62.0,Satisfactory
Bengaluru,2018-08-25,22.36,24.38,19.62,36.32,0.92,7.61,12.01,67.0,Satisfactory
Bengaluru,2018-08-26,18.42,21.34,18.03,31.57,0.93,7.07,13.19,70.0,Satisfactory
Bengaluru,2018-08-27,19.86,25.62,19.41,36.57,0.86,7.09,10.61,62.0,Satisfactory
Bengaluru,2018-08-28,21.93,20.83,18.83,31.9,0.81,6.5,12.42,64.0,Satisfactory
Bengaluru,2018-08-29,20.52,16.42,18.42,30.96,0.87,6.94,10.52,68.0,Satisfactory
Bengaluru,2018-08-30,23.33,22.69,17.92,32.55,0.79,7.56,11.59,68.0,Satisfactory
Bengaluru,2018-08-31,19.74,24.42,23.85,38.66,0.83,7.34,12.01,64.0,Satisfactory
Bengaluru,2018-09-01,23.62,18.31,18.76,29.17,0.8,7.25,15.32,68.0,Satisfactory
Bengaluru,2018-09-02,21.84,16.09,17.44,26.12,0.76,8.3,17.84,66.0,Satisfactory
Bengaluru,2018-09-03,25.06,24.51,20.87,36.16,0.87,8.66,16.89,63.0,Satisfactory
Bengaluru,2018-09-04,32.78,21.82,26.03,37.81,0.91,8.63,18.24,76.0,Satisfactory
Bengaluru,2018-09-05,25.32,19.25,21.06,31.97,0.85,7.69,18.23,78.0,Satisfactory
Bengaluru,2018-09-06,25.21,20.52,21.41,33.3,0.8,8.53,17.79,66.0,Satisfactory
Bengaluru,2018-09-07,27.2,20.06,20.41,32.1,0.79,8.27,16.77,70.0,Satisfactory
Bengaluru,2018-09-08,18.32,9.29,19.4,23.04,0.75,7.58,17.16,63.0,Satisfactory
Bengaluru,2018-09-09,19.07,9.72,23.74,25.42,0.82,7.65,23.36,64.0,Satisfactory
Bengaluru,2018-09-10,28.1,8.51,29.62,28.16,0.96,7.71,21.64,73.0,Satisfactory
Bengaluru,2018-09-11,30.34,12.1,34.78,35.58,0.95,6.95,32.98,90.0,Satisfactory
Bengaluru,2018-09-12,24.47,16.57,38.97,42.15,0.96,7.44,33.73,91.0,Satisfactory
Bengaluru,2018-09-13,29.84,14.04,38.83,39.47,0.99,8.27,21.83,88.0,Satisfactory
Bengaluru,2018-09-14,27.72,14.95,42.11,42.26,0.98,7.55,32.17,94.0,Satisfactory
Bengaluru,2018-09-15,24.1,15.31,40.13,41.69,0.95,7.46,25.3,77.0,Satisfactory
Bengaluru,2018-09-16,24.43,26.3,35.93,46.22,0.96,8.26,19.68,73.0,Satisfactory
Bengaluru,2018-09-17,19.03,23.91,30.55,41.59,0.83,7.87,11.82,74.0,Satisfactory
Bengaluru,2018-09-18,19.86,17.97,24.34,32.53,0.76,7.24,13.4,65.0,Satisfactory
Bengaluru,2018-09-19,20.21,12.96,23.2,28.88,0.76,7.82,16.89,65.0,Satisfactory
Bengaluru,2018-09-20,25.55,28.53,41.9,54.46,0.89,7.22,18.67,79.0,Satisfactory
Bengaluru,2018-09-21,26.75,15.97,33.38,37.62,0.8,6.83,19.11,87.0,Satisfactory
Bengaluru,2018-09-22,24.45,21.53,30.37,40.33,0.83,7.24,21.83,77.0,Satisfactory
Bengaluru,2018-09-23,30.84,13.19,38.12,39.6,0.85,7.1,26.8,87.0,Satisfactory
Bengaluru,2018-09-24,22.6,16.43,35.0,37.99,0.93,6.7,29.89,85.0,Satisfactory
Bengaluru,2018-09-25,26.76,19.45,40.97,45.05,0.99,6.79,22.54,78.0,Satisfactory
Bengaluru,2018-09-26,31.25,12.51,28.45,32.14,0.87,6.76,23.35,85.0,Satisfactory
Bengaluru,2018-09-27,29.24,13.98,30.94,37.06,0.94,6.59,20.67,80.0,Satisfactory
Bengaluru,2018-09-28,26.36,13.23,27.64,34.42,0.8,6.14,14.86,78.0,Satisfactory
Bengaluru,2018-09-29,17.35,13.34,25.67,33.62,0.79,6.06,12.5,75.0,Satisfactory
Bengaluru,2018-09-30,25.28,13.1,23.56,31.12,0.81,5.67,16.11,70.0,Satisfactory
Bengaluru,2018-10-01,21.61,14.5,25.53,34.21,0.87,6.59,18.94,82.0,Satisfactory
Bengaluru,2018-10-02,14.51,11.08,19.67,26.83,0.74,6.36,15.9,67.0,Satisfactory
Bengaluru,2018-10-03,15.17,12.05,20.76,27.91,0.76,6.27,16.22,65.0,Satisfactory
Bengaluru,2018-10-04,21.47,16.7,21.67,32.94,0.8,6.52,8.9,65.0,Satisfactory
Bengaluru,2018-10-05,13.99,15.24,19.47,29.23,0.78,6.96,11.69,62.0,Satisfactory
Bengaluru,2018-10-06,14.0,14.33,19.84,29.19,0.78,6.52,10.5,56.0,Satisfactory
Bengaluru,2018-10-07,20.86,13.17,23.91,32.48,0.74,6.73,16.31,62.0,Satisfactory
Bengaluru,2018-10-08,32.94,12.11,26.49,34.31,0.79,6.84,18.26,73.0,Satisfactory
Bengaluru,2018-10-09,31.82,14.75,32.27,41.65,0.85,6.89,22.25,80.0,Satisfactory
Bengaluru,2018-10-10,40.93,18.56,34.32,47.59,0.81,6.48,23.46,93.0,Satisfactory
Bengaluru,2018-10-11,55.08,30.58,43.63,63.94,0.99,6.55,21.65,110.0,Moderate
Bengaluru,2018-10-12,56.31,30.12,44.04,60.98,0.93,6.53,22.96,115.0,Moderate
Bengaluru,2018-10-13,72.74,23.04,41.95,57.57,0.9,6.35,28.02,167.0,Moderate
Bengaluru,2018-10-14,48.48,6.99,26.49,28.07,0.8,6.28,34.33,116.0,Moderate
Bengaluru,2018-10-15,41.44,9.88,28.25,31.68,0.88,6.36,23.25,88.0,Satisfactory
Bengaluru,2018-10-16,35.37,10.95,26.88,31.15,0.74,6.52,19.06,90.0,Satisfactory
Bengaluru,2018-10-17,19.99,14.07,22.81,32.79,0.75,6.56,18.23,75.0,Satisfactory
Bengaluru,2018-10-18,62.95,14.0,28.34,37.9,0.82,6.45,21.13,116.0,Moderate
Bengaluru,2018-10-19,20.75,9.89,21.84,27.29,0.74,6.31,19.64,81.0,Satisfactory
Bengaluru,2018-10-20,25.61,10.61,25.93,31.45,0.75,6.74,27.25,71.0,Satisfactory
Bengaluru,2018-10-21,36.42,14.12,30.1,38.3,0.74,7.29,29.37,88.0,Satisfactory
Bengaluru,2018-10-22,37.81,20.84,41.15,51.26,1.04,7.54,29.12,102.0,Moderate
Bengaluru,2018-10-23,49.17,23.55,43.25,52.1,1.16,8.02,24.69,119.0,Moderate
Bengaluru,2018-10-24,62.67,19.33,40.4,47.8,1.01,8.31,24.3,132.0,Moderate
Bengaluru,2018-10-25,46.34,17.54,36.95,45.09,1.02,6.52,25.3,110.0,Moderate
Bengaluru,2018-10-26,50.19,14.97,40.42,46.02,1.01,7.67,30.95,101.0,Moderate
Bengaluru,2018-10-27,39.65,15.66,45.83,51.24,1.03,6.75,37.95,107.0,Moderate
Bengaluru,2018-10-28,37.32,15.03,45.79,47.93,0.97,6.29,38.38,108.0,Moderate
Bengaluru,2018-10-29,36.11,26.17,56.14,65.76,1.12,7.03,35.49,103.0,Moderate
Bengaluru,2018-10-30,40.12,31.63,58.13,73.78,1.19,6.8,28.94,125.0,Moderate
Bengaluru,2018-10-31,40.02,16.33,42.16,46.05,1.06,5.81,26.11,107.0,Moderate
Bengaluru,2018-11-01,20.96,16.9,31.6,37.49,0.95,7.01,23.72,92.0,Satisfactory
Bengaluru,2018-11-02,17.57,12.79,24.14,29.12,0.96,6.14,16.57,84.0,Satisfactory
Bengaluru,2018-11-03,21.42,11.8,24.36,28.45,1.1,6.46,20.21,82.0,Satisfactory
Bengaluru,2018-11-04,21.84,9.14,22.91,25.74,0.82,6.17,27.03,74.0,Satisfactory
Bengaluru,2018-11-05,23.98,11.81,28.89,32.92,1.03,6.14,21.7,81.0,Satisfactory
Bengaluru,2018-11-06,41.38,11.41,30.42,34.18,1.12,7.11,20.31,110.0,Moderate
Bengaluru,2018-11-07,57.03,11.01,31.2,34.22,1.04,7.8,27.35,97.0,Satisfactory
Bengaluru,2018-11-08,61.98,14.54,32.99,38.24,0.99,7.7,23.63,144.0,Moderate
Bengaluru,2018-11-09,33.68,11.58,29.99,32.31,0.99,5.77,25.02,94.0,Satisfactory
Bengaluru,2018-11-10,50.36,14.78,35.38,39.15,1.05,4.97,29.27,96.0,Satisfactory
Bengaluru,2018-11-11,55.48,16.45,37.67,43.57,1.11,5.67,34.04,105.0,Moderate
Bengaluru,2018-11-12,63.66,32.73,47.6,65.11,1.38,6.65,25.83,113.0,Moderate
Bengaluru,2018-11-13,71.05,25.65,50.42,59.92,1.46,7.96,28.07,143.0,Moderate
Bengaluru,2018-11-14,77.53,40.06,56.64,77.83,1.57,7.78,25.98,143.0,Moderate
Bengaluru,2018-11-15,58.35,21.57,43.91,50.94,1.43,6.5,17.61,141.0,Moderate
Bengaluru,2018-11-16,25.1,11.77,28.79,31.59,1.05,5.06,19.48,88.0,Satisfactory
Bengaluru,2018-11-17,49.2,7.31,28.7,28.53,1.02,5.2,35.62,84.0,Satisfactory
Bengaluru,2018-11-18,41.2,9.24,20.87,25.94,1.01,5.38,26.38,91.0,Satisfactory
Bengaluru,2018-11-19,19.95,13.0,22.54,28.63,1.1,5.57,13.5,77.0,Satisfactory
Bengaluru,2018-11-20,25.85,15.66,28.52,35.0,1.09,5.21,16.08,77.0,Satisfactory
Bengaluru,2018-11-21,33.31,11.66,28.34,32.46,1.02,5.74,21.91,81.0,Satisfactory
Bengaluru,2018-11-22,17.95,13.98,24.12,30.52,1.03,5.89,11.65,73.0,Satisfactory
Bengaluru,2018-11-23,25.58,16.08,27.32,34.72,1.11,5.57,11.55,79.0,Satisfactory
Bengaluru,2018-11-24,108.3,11.24,29.96,32.39,1.04,5.34,25.36,144.0,Moderate
Bengaluru,2018-11-25,61.34,7.46,27.32,27.58,0.85,5.25,41.24,142.0,Moderate
Bengaluru,2018-11-26,71.66,7.78,30.65,30.14,0.83,5.65,58.03,124.0,Moderate
Bengaluru,2018-11-27,54.73,19.16,36.44,36.17,0.84,5.5,62.99,127.0,Moderate
Bengaluru,2018-11-28,59.58,10.19,29.98,32.37,0.89,5.6,52.81,127.0,Moderate
Bengaluru,2018-11-29,42.06,11.35,25.48,28.83,0.93,5.48,42.35,119.0,Moderate
Bengaluru,2018-11-30,43.16,10.45,28.44,30.83,0.89,5.46,47.85,94.0,Satisfactory
Bengaluru,2018-12-01,40.67,12.57,31.03,34.43,0.97,5.49,50.45,86.0,Satisfactory
Bengaluru,2018-12-02,28.25,9.29,24.59,27.96,0.79,6.21,59.89,92.0,Satisfactory
Bengaluru,2018-12-03,33.56,11.16,25.62,29.75,0.8,6.78,43.92,73.0,Satisfactory
Bengaluru,2018-12-04,25.83,15.31,26.42,34.03,0.89,5.86,24.11,75.0,Satisfactory
Bengaluru,2018-12-05,51.43,13.6,23.94,30.8,0.87,5.69,26.63,106.0,Moderate
Bengaluru,2018-12-06,29.32,13.52,29.76,33.09,0.9,6.47,35.15,87.0,Satisfactory
Bengaluru,2018-12-07,37.49,16.07,31.25,34.16,0.93,5.9,33.42,90.0,Satisfactory
Bengaluru,2018-12-08,61.0,9.36,33.48,28.09,0.78,5.86,52.77,119.0,Moderate
Bengaluru,2018-12-09,63.28,5.87,23.23,19.92,0.75,7.38,80.57,128.0,Moderate
